PM25,PM10
20.826784769143543,118.56113296927448
34.25164333935104,63.32985653450984
29.155458844205736,71.00124269536677
26.04874268179095,143.95686466418084
15.73523432230877,115.0364769062994
15.734672323833522,55.91050811004634
13.453348163519047,65.04568274373717
32.281904196555985,120.68667514169752
26.105979773616763,55.50109680077565
28.598091062647857,70.91999709033237
12.579618717092197,109.32464514729203
34.69889955537447,123.49762457157664
31.495913530649823,119.54416469075746
17.047501278803832,77.20266163659542
16.336521735925444,125.50574291340605
16.37332507958501,78.4876596621832
19.18884426095723,87.21457011776751
24.32682485703114,128.90264910668438
22.164318934361297,119.31365700567426
18.885638966614376,139.0731176389236
26.35617244703144,120.10367633773399
15.350206953192574,111.26255173021168
18.90697031087058,64.27380201498116
20.636230948743016,91.40386450288392
22.726430632256935,81.25503440049081
30.394599900457216,79.15497469452927
16.75239912428978,151.32804492049212
24.081662415037147,93.91667474200928
25.90325945448559,143.31260896253423
13.182294616375946,117.48272397372902
26.25579504930351,133.68631905062318
16.07321208191389,104.76107221741402
13.615702116557012,112.11348457800955
34.209033018002664,103.75925168806752
34.59922637063723,74.3290557920064
30.93565821111354,126.52275941088902
19.197500821739535,82.79646388164473
14.375760256348743,57.40728067671393
28.042629517733253,118.90175729480961
22.35555310413271,72.53395726129784
14.943490871883347,148.1053998509385
23.637622005592593,149.43892912325614
12.901252541984588,145.5715746318244
33.287165368435616,91.645711325289
18.129573571280392,56.53020503635788
27.536769225447777,146.9035376961848
19.362868072883273,97.39023068341412
24.21758489344299,150.69882708532327
24.838349508698414,150.39837773183604
16.407108813744777,139.44793609126864
34.69132182691421,84.15044031488898
30.160594784313968,93.1246751315906
33.9903253384456,139.26253048016883
32.949477264964216,86.37527851047149
26.03106950629828,71.77978192192316
33.57966967603862,110.12332498337666
14.161875297809724,147.6793226419173
16.666400694366082,123.90694987082233
13.153795831615536,111.43605583884712
19.68019670678406,64.62047288330608
21.15618084976493,115.8857154432178
18.422432440331775,153.01533116032206
31.40958396323995,68.86831750841588
20.412352511960627,106.31463558400993
18.64577407571597,141.8599341208676
24.744818737587188,128.33609315766623
15.38353444191197,124.00455835853153
30.791189651569123,124.54592431472382
13.837029997738659,90.58962397075577
35.09446562279205,84.06559258218485
30.093303124612117,135.12675439237285
16.730075379746218,135.2012260732389
12.228665328979936,140.84015953943026
31.100251282997633,145.41081470309067
28.569776111649478,105.62289748723285
29.085867015355003,104.65011317403275
30.070599077782532,134.03122271771073
13.825240385404305,119.34642914699874
20.45225147508155,124.49472084851263
14.799749086935522,133.783474274174
32.21030982290132,143.11052883993906
26.622846355082096,88.46152052830205
19.809923979066724,92.18271231135445
13.58090956166435,64.30421204424603
19.345888095974928,112.24973395862122
19.676771403223206,58.55828510587747
29.09982395527689,101.09420379511356
26.955089082576464,108.72181883605009
32.7720569020284,83.36758396070016
23.102607756273418,113.49249279633206
14.886545930362429,58.019524743965896
28.71860354229578,58.697470686172224
