created_at,entry_id,Temperature,RH,PM2.5,PM10
2025-01-01 17:30:00 +0530,57,,,60.5,186.9
2025-01-01 17:30:23 +0530,58,,,61.6,179.9
2025-01-01 17:30:46 +0530,59,,,61.3,174.0
2025-01-01 17:31:09 +0530,60,,,59.0,165.2
2025-01-01 17:31:31 +0530,61,,,58.2,150.1
2025-01-01 17:31:54 +0530,62,,,58.2,153.8
2025-01-01 17:32:17 +0530,63,,,58.2,155.5
2025-01-01 17:32:39 +0530,64,,,57.5,149.1
2025-01-01 17:33:02 +0530,65,,,58.1,151.5
2025-01-01 17:33:26 +0530,66,,,59.1,154.3
2025-01-01 17:33:48 +0530,67,,,59.5,149.8
2025-01-01 17:34:12 +0530,68,,,60.2,154.3
2025-01-01 17:34:35 +0530,69,,,61.2,159.4
2025-01-01 17:34:59 +0530,70,,,56.9,136.0
2025-01-01 17:35:22 +0530,71,,,57.9,156.8
2025-01-01 17:35:45 +0530,72,,,61.0,176.6
2025-01-01 17:36:08 +0530,73,,,60.4,168.4
2025-01-01 17:36:34 +0530,74,,,60.8,166.0
2025-01-01 17:36:59 +0530,75,,,61.4,175.7
2025-01-01 17:37:58 +0530,76,,,58.1,157.3
2025-01-01 17:38:20 +0530,77,,,58.2,154.7
2025-01-01 17:38:43 +0530,78,,,57.9,159.2
2025-01-01 17:39:06 +0530,79,,,58.4,151.5
2025-01-01 17:39:28 +0530,80,,,57.7,151.2
2025-01-01 17:39:51 +0530,81,,,59.5,165.9
2025-01-01 17:40:13 +0530,82,,,59.9,162.5
2025-01-01 17:40:36 +0530,83,,,59.2,150.7
2025-01-01 17:40:59 +0530,84,,,59.0,150.1
2025-01-01 17:41:21 +0530,85,,,58.0,151.8
2025-01-01 17:41:44 +0530,86,,,57.5,147.4
2025-01-01 17:42:07 +0530,87,,,58.4,159.6
2025-01-01 17:42:29 +0530,88,,,58.2,152.3
2025-01-01 17:42:52 +0530,89,,,59.2,145.0
2025-01-01 17:43:15 +0530,90,,,58.3,159.6
2025-01-01 17:43:37 +0530,91,,,60.6,162.1
