created_at,entry_id,Temperature,RH,PM2.5,PM10
2025-01-01 17:30:01 +0530,35,,,57.0,179.8
2025-01-01 17:30:27 +0530,36,,,57.5,165.2
2025-01-01 17:30:51 +0530,37,,,54.3,152.4
2025-01-01 17:31:14 +0530,38,,,56.4,159.7
2025-01-01 17:31:36 +0530,39,,,56.3,163.6
2025-01-01 17:31:59 +0530,40,,,54.5,148.2
2025-01-01 17:32:24 +0530,41,,,55.7,152.5
2025-01-01 17:32:46 +0530,42,,,57.7,160.2
2025-01-01 17:33:09 +0530,43,,,57.2,165.6
2025-01-01 17:33:32 +0530,44,,,56.1,165.0
2025-01-01 17:33:57 +0530,45,,,57.5,159.7
2025-01-01 17:34:21 +0530,46,,,56.6,161.2
2025-01-01 17:34:43 +0530,47,,,57.5,162.9
2025-01-01 17:35:06 +0530,48,,,57.3,158.1
2025-01-01 17:35:28 +0530,49,,,57.0,154.4
2025-01-01 17:35:51 +0530,50,,,57.3,164.5
2025-01-01 17:36:16 +0530,51,,,57.7,168.6
2025-01-01 17:36:48 +0530,52,,,57.3,157.4
2025-01-01 17:38:00 +0530,53,,,57.6,161.9
2025-01-01 17:38:23 +0530,54,,,57.3,154.6
2025-01-01 17:38:46 +0530,55,,,56.5,157.5
2025-01-01 17:39:09 +0530,56,,,55.7,157.1
2025-01-01 17:39:31 +0530,57,,,56.3,165.7
2025-01-01 17:39:53 +0530,58,,,55.8,152.2
2025-01-01 17:40:16 +0530,59,,,56.2,156.0
2025-01-01 17:40:39 +0530,60,,,56.7,170.2
2025-01-01 17:41:01 +0530,61,,,56.6,166.5
2025-01-01 17:41:24 +0530,62,,,56.5,151.9
2025-01-01 17:41:46 +0530,63,,,57.4,160.6
2025-01-01 17:42:09 +0530,64,,,57.2,149.1
2025-01-01 17:42:31 +0530,65,,,56.8,150.0
2025-01-01 17:42:53 +0530,66,,,56.0,155.5
2025-01-01 17:43:16 +0530,67,,,55.0,157.5
2025-01-01 17:43:39 +0530,68,,,54.0,139.7
2025-01-01 17:44:01 +0530,69,,,55.7,146.1
2025-01-01 17:44:24 +0530,70,,,57.4,158.3
2025-01-01 17:44:47 +0530,71,,,58.0,159.3
2025-01-01 17:45:09 +0530,72,,,56.4,147.6
2025-01-01 17:45:32 +0530,73,,,56.6,148.9
2025-01-01 17:45:55 +0530,74,,,56.1,145.1
2025-01-01 17:46:17 +0530,75,,,56.6,145.0
2025-01-01 17:46:40 +0530,76,,,57.5,153.3
2025-01-01 17:47:02 +0530,77,,,54.8,141.8
2025-01-01 17:47:25 +0530,78,,,54.2,141.5
2025-01-01 17:47:47 +0530,79,,,54.7,142.1
2025-01-01 17:48:10 +0530,80,,,54.4,138.0
2025-01-01 17:48:32 +0530,81,,,55.3,143.9
2025-01-01 17:48:55 +0530,82,,,55.9,142.7
2025-01-01 17:49:18 +0530,83,,,57.1,153.6
2025-01-01 17:49:40 +0530,84,,,56.1,142.4
2025-01-01 17:50:03 +0530,85,,,55.9,140.6
2025-01-01 17:50:25 +0530,86,,,55.4,134.3
2025-01-01 17:50:48 +0530,87,,,54.2,139.2
2025-01-01 17:51:11 +0530,88,,,55.9,144.8
2025-01-01 17:51:34 +0530,89,,,56.4,141.7
2025-01-01 17:51:57 +0530,90,,,55.3,141.2
2025-01-01 17:52:20 +0530,91,,,54.1,144.3
2025-01-01 17:52:44 +0530,92,,,55.0,137.9
2025-01-01 17:53:07 +0530,93,,,54.3,148.1
2025-01-01 17:53:30 +0530,94,,,55.2,144.3
2025-01-01 17:53:53 +0530,95,,,56.0,137.7
2025-01-01 17:54:16 +0530,96,,,56.2,144.8
2025-01-01 17:54:39 +0530,97,,,55.5,144.8
2025-01-01 17:55:01 +0530,98,,,53.9,134.8
2025-01-01 17:55:24 +0530,99,,,54.9,139.0
2025-01-01 17:55:46 +0530,100,,,54.7,136.0
2025-01-01 17:56:10 +0530,101,,,53.7,132.9
2025-01-01 17:56:33 +0530,102,,,53.3,146.1
2025-01-01 17:56:55 +0530,103,,,54.4,133.6
2025-01-01 17:57:18 +0530,104,,,53.9,130.1
2025-01-01 17:57:41 +0530,105,,,55.5,136.5
2025-01-01 17:58:04 +0530,106,,,56.0,138.1
2025-01-01 17:58:26 +0530,107,,,54.6,136.6
2025-01-01 17:58:49 +0530,108,,,54.2,128.4
2025-01-01 17:59:11 +0530,109,,,54.2,139.5
2025-01-01 17:59:34 +0530,110,,,52.7,131.1
2025-01-01 17:59:56 +0530,111,,,54.4,132.6
2025-01-01 18:00:20 +0530,112,,,54.9,131.5
2025-01-01 18:00:43 +0530,113,,,54.6,135.8
