created_at,entry_id,Temperature,RH,PM2.5,PM10
2025-01-01 17:30:00 +0530,55,,,57.0,159.3
2025-01-01 17:30:24 +0530,56,,,57.2,150.3
2025-01-01 17:30:47 +0530,57,,,58.1,147.5
2025-01-01 17:31:10 +0530,58,,,58.0,156.1
2025-01-01 17:31:32 +0530,59,,,57.3,151.0
2025-01-01 17:31:55 +0530,60,,,55.9,143.5
2025-01-01 17:32:17 +0530,61,,,56.9,138.4
2025-01-01 17:32:40 +0530,62,,,57.8,139.7
2025-01-01 17:33:02 +0530,63,,,55.5,134.0
2025-01-01 17:33:25 +0530,64,,,54.8,126.6
2025-01-01 17:33:50 +0530,65,,,54.3,135.5
2025-01-01 17:34:13 +0530,66,,,55.8,146.3
2025-01-01 17:34:35 +0530,67,,,56.2,141.8
2025-01-01 17:34:58 +0530,68,,,58.2,146.9
2025-01-01 17:35:21 +0530,69,,,57.9,140.9
2025-01-01 17:35:43 +0530,70,,,58.0,144.7
2025-01-01 17:36:06 +0530,71,,,57.0,148.6
2025-01-01 17:36:28 +0530,72,,,57.0,154.7
2025-01-01 17:36:51 +0530,73,,,57.8,156.1
2025-01-01 17:37:38 +0530,74,,,57.2,153.0
2025-01-01 17:38:01 +0530,75,,,54.8,141.2
2025-01-01 17:38:24 +0530,76,,,55.9,151.1
2025-01-01 17:38:46 +0530,77,,,57.5,151.0
2025-01-01 17:39:09 +0530,78,,,57.9,153.7
2025-01-01 17:39:32 +0530,79,,,54.2,145.9
2025-01-01 17:39:54 +0530,80,,,56.9,148.2
2025-01-01 17:40:17 +0530,81,,,56.8,139.5
2025-01-01 17:40:39 +0530,82,,,57.0,140.2
2025-01-01 17:41:02 +0530,83,,,56.2,148.3
2025-01-01 17:41:24 +0530,84,,,55.4,152.1
2025-01-01 17:41:47 +0530,85,,,55.4,149.0
2025-01-01 17:42:09 +0530,86,,,57.9,145.4
2025-01-01 17:42:32 +0530,87,,,59.1,144.3
2025-01-01 17:42:55 +0530,88,,,57.2,148.4
