created_at,entry_id,Temperature,RH,PM2.5,PM10
2025-01-01 17:30:03 +0530,73,,,66.1,200.6
2025-01-01 17:30:25 +0530,74,,,64.3,185.1
2025-01-01 17:30:48 +0530,75,,,62.5,182.0
2025-01-01 17:31:11 +0530,76,,,62.6,183.6
2025-01-01 17:31:33 +0530,77,,,66.2,186.1
2025-01-01 17:31:56 +0530,78,,,66.2,183.5
2025-01-01 17:32:18 +0530,79,,,63.0,181.4
2025-01-01 17:32:41 +0530,80,,,61.3,181.1
2025-01-01 17:33:04 +0530,81,,,64.5,170.9
2025-01-01 17:33:26 +0530,82,,,65.9,177.6
2025-01-01 17:33:52 +0530,83,,,65.0,177.6
2025-01-01 17:34:15 +0530,84,,,64.8,182.9
2025-01-01 17:34:39 +0530,85,,,64.7,172.8
2025-01-01 17:35:02 +0530,86,,,63.1,178.6
2025-01-01 17:35:24 +0530,87,,,62.1,169.7
2025-01-01 17:35:47 +0530,88,,,63.5,181.0
2025-01-01 17:36:10 +0530,89,,,64.4,172.2
2025-01-01 17:36:36 +0530,90,,,64.3,167.5
2025-01-01 17:36:59 +0530,91,,,61.8,177.7
2025-01-01 17:37:37 +0530,92,,,63.8,185.8
2025-01-01 17:38:00 +0530,93,,,63.0,171.5
2025-01-01 17:38:23 +0530,94,,,62.2,167.4
2025-01-01 17:38:46 +0530,95,,,60.5,159.8
2025-01-01 17:39:08 +0530,96,,,60.9,165.8
2025-01-01 17:39:31 +0530,97,,,63.0,176.3
2025-01-01 17:39:53 +0530,98,,,61.9,161.9
2025-01-01 17:40:16 +0530,99,,,61.2,163.4
2025-01-01 17:40:38 +0530,100,,,60.4,157.0
2025-01-01 17:41:01 +0530,101,,,62.2,161.9
2025-01-01 17:41:23 +0530,102,,,63.0,158.2
2025-01-01 17:41:46 +0530,103,,,63.1,153.6
2025-01-01 17:42:08 +0530,104,,,61.5,160.6
2025-01-01 17:42:31 +0530,105,,,62.9,157.5
2025-01-01 17:42:54 +0530,106,,,62.6,169.1
2025-01-01 17:43:16 +0530,107,,,66.0,173.8
2025-01-01 17:43:39 +0530,108,,,61.9,162.1
2025-01-01 17:44:01 +0530,109,,,60.6,152.4
2025-01-01 17:44:24 +0530,110,,,62.1,158.9
2025-01-01 17:44:46 +0530,111,,,61.2,154.7
2025-01-01 17:45:09 +0530,112,,,62.7,164.1
2025-01-01 17:45:31 +0530,113,,,62.4,160.3
2025-01-01 17:45:54 +0530,114,,,63.1,157.0
2025-01-01 17:46:16 +0530,115,,,62.5,163.3
2025-01-01 17:46:38 +0530,116,,,62.4,154.3
2025-01-01 17:47:01 +0530,117,,,64.3,148.8
2025-01-01 17:47:24 +0530,118,,,63.6,158.2
2025-01-01 17:47:46 +0530,119,,,64.2,155.1
2025-01-01 17:48:09 +0530,120,,,62.2,153.1
2025-01-01 17:48:32 +0530,121,,,60.3,155.0
2025-01-01 17:48:54 +0530,122,,,60.7,157.3
2025-01-01 17:49:17 +0530,123,,,60.0,152.6
2025-01-01 17:49:40 +0530,124,,,60.5,146.6
2025-01-01 17:50:02 +0530,125,,,61.4,149.6
2025-01-01 17:50:25 +0530,126,,,60.5,146.6
2025-01-01 17:50:47 +0530,127,,,61.3,148.6
2025-01-01 17:51:10 +0530,128,,,62.7,145.7
2025-01-01 17:51:34 +0530,129,,,61.4,154.8
2025-01-01 17:51:57 +0530,130,,,62.1,151.0
2025-01-01 17:52:19 +0530,131,,,61.2,148.5
2025-01-01 17:52:42 +0530,132,,,58.9,142.8
2025-01-01 17:53:06 +0530,133,,,62.2,147.5
2025-01-01 17:53:29 +0530,134,,,62.6,149.0
2025-01-01 17:53:52 +0530,135,,,61.5,150.0
2025-01-01 17:54:14 +0530,136,,,61.0,149.5
2025-01-01 17:54:37 +0530,137,,,60.6,147.9
2025-01-01 17:54:59 +0530,138,,,60.5,138.9
2025-01-01 17:55:22 +0530,139,,,60.9,137.4
2025-01-01 17:55:44 +0530,140,,,61.8,139.9
2025-01-01 17:56:07 +0530,141,,,61.9,135.6
2025-01-01 17:56:29 +0530,142,,,60.8,147.8
2025-01-01 17:56:52 +0530,143,,,61.4,140.2
2025-01-01 17:57:14 +0530,144,,,61.1,145.7
2025-01-01 17:57:37 +0530,145,,,61.5,147.6
2025-01-01 17:58:00 +0530,146,,,62.2,148.7
2025-01-01 17:58:22 +0530,147,,,61.2,141.0
2025-01-01 17:58:45 +0530,148,,,59.5,132.2
2025-01-01 17:59:08 +0530,149,,,60.0,135.9
2025-01-01 17:59:30 +0530,150,,,61.3,136.4
2025-01-01 17:59:53 +0530,151,,,62.0,146.3
2025-01-01 18:00:16 +0530,152,,,61.4,136.9
2025-01-01 18:00:38 +0530,153,,,60.5,132.3
2025-01-01 18:01:01 +0530,154,,,61.0,128.3
2025-01-01 18:01:25 +0530,155,,,59.5,135.7
2025-01-01 18:01:48 +0530,156,,,59.9,131.3
2025-01-01 18:02:10 +0530,157,,,61.7,141.6
2025-01-01 18:02:33 +0530,158,,,60.1,144.2
2025-01-01 18:02:56 +0530,159,,,61.1,142.3
2025-01-01 18:03:19 +0530,160,,,60.5,134.1
2025-01-01 18:03:42 +0530,161,,,60.4,140.4
2025-01-01 18:04:05 +0530,162,,,58.5,144.1
2025-01-01 18:04:29 +0530,163,,,59.8,129.1
2025-01-01 18:04:52 +0530,164,,,60.0,144.0
2025-01-01 18:05:15 +0530,165,,,60.2,137.6
2025-01-01 18:05:38 +0530,166,,,61.6,133.4
2025-01-01 18:06:00 +0530,167,,,59.2,134.2
2025-01-01 18:06:23 +0530,168,,,59.5,130.4
2025-01-01 18:06:46 +0530,169,,,58.9,137.0
2025-01-01 18:07:08 +0530,170,,,59.4,134.2
2025-01-01 18:07:32 +0530,171,,,60.7,138.0
2025-01-01 18:07:55 +0530,172,,,60.7,136.8
2025-01-01 18:08:17 +0530,173,,,58.4,133.8
2025-01-01 18:08:40 +0530,174,,,59.5,139.5
2025-01-01 18:09:03 +0530,175,,,60.7,140.4
2025-01-01 18:09:25 +0530,176,,,60.7,134.4
2025-01-01 18:09:48 +0530,177,,,59.8,125.7
2025-01-01 18:10:10 +0530,178,,,59.7,133.1
2025-01-01 18:10:33 +0530,179,,,59.5,131.8
2025-01-01 18:10:56 +0530,180,,,60.7,133.4
2025-01-01 18:11:18 +0530,181,,,60.3,131.3
2025-01-01 18:11:40 +0530,182,,,59.5,126.8
2025-01-01 18:12:03 +0530,183,,,60.2,132.1
2025-01-01 18:12:26 +0530,184,,,60.7,135.3
2025-01-01 18:12:49 +0530,185,,,59.4,122.6
2025-01-01 18:13:11 +0530,186,,,57.7,126.9
2025-01-01 18:13:34 +0530,187,,,60.6,140.5
2025-01-01 18:13:56 +0530,188,,,59.0,133.3
2025-01-01 18:14:19 +0530,189,,,59.0,127.2
2025-01-01 18:14:41 +0530,190,,,61.5,126.0
2025-01-01 18:15:04 +0530,191,,,61.1,132.4
2025-01-01 18:15:26 +0530,192,,,59.4,127.7
2025-01-01 18:15:49 +0530,193,,,59.4,126.7
2025-01-01 18:16:11 +0530,194,,,59.7,116.1
2025-01-01 18:16:34 +0530,195,,,60.8,122.1
2025-01-01 18:16:56 +0530,196,,,61.2,131.5
2025-01-01 18:17:19 +0530,197,,,61.8,127.6
2025-01-01 18:17:41 +0530,198,,,60.2,126.4
2025-01-01 18:18:04 +0530,199,,,59.9,124.9
2025-01-01 18:18:27 +0530,200,,,59.5,124.0
2025-01-01 18:18:49 +0530,201,,,59.6,129.6
2025-01-01 18:19:13 +0530,202,,,58.7,131.7
2025-01-01 18:19:36 +0530,203,,,60.2,128.7
2025-01-01 18:19:58 +0530,204,,,60.4,130.5
2025-01-01 18:20:21 +0530,205,,,60.2,130.1
2025-01-01 18:20:44 +0530,206,,,59.3,123.1
2025-01-01 18:21:06 +0530,207,,,59.7,125.9
2025-01-01 18:21:29 +0530,208,,,57.4,120.1
2025-01-01 18:21:52 +0530,209,,,58.8,116.6
2025-01-01 18:22:14 +0530,210,,,59.1,119.9
2025-01-01 18:22:37 +0530,211,,,60.8,129.5
2025-01-01 18:23:00 +0530,212,,,60.0,122.4
2025-01-01 18:23:23 +0530,213,,,59.0,114.3
2025-01-01 18:23:46 +0530,214,,,59.8,130.8
2025-01-01 18:24:08 +0530,215,,,59.1,127.7
2025-01-01 18:24:31 +0530,216,,,59.8,121.5
2025-01-01 18:24:53 +0530,217,,,58.1,111.6
2025-01-01 18:25:16 +0530,218,,,58.0,125.0
2025-01-01 18:25:38 +0530,219,,,57.1,117.2
2025-01-01 18:26:01 +0530,220,,,57.8,121.6
2025-01-01 18:26:23 +0530,221,,,58.3,120.0
2025-01-01 18:26:46 +0530,222,,,57.5,115.8
2025-01-01 18:27:08 +0530,223,,,58.6,121.8
2025-01-01 18:27:31 +0530,224,,,58.5,113.6
2025-01-01 18:27:54 +0530,225,,,58.6,120.7
2025-01-01 18:28:16 +0530,226,,,57.9,116.1
2025-01-01 18:28:39 +0530,227,,,57.3,119.2
2025-01-01 18:29:01 +0530,228,,,56.4,114.9
2025-01-01 18:29:24 +0530,229,,,56.4,113.5
2025-01-01 18:29:46 +0530,230,,,59.1,120.2
2025-01-01 18:30:09 +0530,231,,,59.3,117.9
2025-01-01 18:30:31 +0530,232,,,58.7,118.7
2025-01-01 18:30:54 +0530,233,,,59.9,121.1
2025-01-01 18:31:16 +0530,234,,,58.5,114.0
2025-01-01 18:31:39 +0530,235,,,60.1,116.3
2025-01-01 18:32:01 +0530,236,,,56.4,109.8
2025-01-01 18:32:24 +0530,237,,,57.2,111.8
2025-01-01 18:32:46 +0530,238,,,58.5,119.1
2025-01-01 18:33:09 +0530,239,,,56.6,114.4
2025-01-01 18:33:31 +0530,240,,,57.9,117.5
2025-01-01 18:33:54 +0530,241,,,57.8,113.8
2025-01-01 18:34:16 +0530,242,,,57.7,111.2
2025-01-01 18:34:39 +0530,243,,,59.3,116.9
2025-01-01 18:35:01 +0530,244,,,60.1,117.4
2025-01-01 18:35:24 +0530,245,,,59.4,107.9
2025-01-01 18:35:46 +0530,246,,,59.1,113.5
2025-01-01 18:36:09 +0530,247,,,58.5,117.5
2025-01-01 18:36:31 +0530,248,,,57.8,112.6
2025-01-01 18:36:54 +0530,249,,,58.7,111.8
2025-01-01 18:37:16 +0530,250,,,58.9,112.6
2025-01-01 18:37:39 +0530,251,,,59.2,114.3
2025-01-01 18:38:02 +0530,252,,,57.6,106.1
