created_at,entry_id,Temperature,RH,PM2.5,PM10
2025-01-01 17:30:00 +0530,54,,,57.1,166.8
2025-01-01 17:30:23 +0530,55,,,56.8,158.0
2025-01-01 17:30:46 +0530,56,,,54.7,145.8
2025-01-01 17:31:09 +0530,57,,,57.2,154.5
2025-01-01 17:31:31 +0530,58,,,56.4,173.2
2025-01-01 17:31:54 +0530,59,,,55.6,168.0
2025-01-01 17:32:16 +0530,60,,,57.0,173.9
2025-01-01 17:32:39 +0530,61,,,57.0,172.8
2025-01-01 17:33:02 +0530,62,,,57.2,177.8
2025-01-01 17:33:24 +0530,63,,,57.1,195.2
2025-01-01 17:33:48 +0530,64,,,56.3,189.3
2025-01-01 17:34:12 +0530,65,,,55.7,170.3
2025-01-01 17:34:35 +0530,66,,,56.0,178.0
2025-01-01 17:34:57 +0530,67,,,56.4,182.0
2025-01-01 17:35:20 +0530,68,,,56.5,178.1
2025-01-01 17:35:43 +0530,69,,,57.1,178.5
2025-01-01 17:36:05 +0530,70,,,57.3,184.4
2025-01-01 17:36:28 +0530,71,,,57.3,189.6
2025-01-01 17:36:51 +0530,72,,,55.6,179.1
2025-01-01 17:37:37 +0530,73,,,58.3,183.5
2025-01-01 17:38:00 +0530,74,,,57.6,183.0
2025-01-01 17:38:23 +0530,75,,,57.6,192.9
2025-01-01 17:38:46 +0530,76,,,57.1,175.8
2025-01-01 17:39:08 +0530,77,,,58.5,179.0
2025-01-01 17:39:31 +0530,78,,,57.5,178.9
2025-01-01 17:39:54 +0530,79,,,57.1,183.3
2025-01-01 17:40:16 +0530,80,,,58.5,178.9
2025-01-01 17:40:39 +0530,81,,,58.8,181.7
2025-01-01 17:41:01 +0530,82,,,57.0,175.4
2025-01-01 17:41:24 +0530,83,,,57.3,175.8
2025-01-01 17:41:46 +0530,84,,,58.1,185.7
2025-01-01 17:42:09 +0530,85,,,57.4,174.7
2025-01-01 17:42:32 +0530,86,,,58.0,180.0
2025-01-01 17:42:54 +0530,87,,,57.8,177.5
2025-01-01 17:43:16 +0530,88,,,58.0,171.7
2025-01-01 17:43:39 +0530,89,,,56.7,171.6
2025-01-01 17:44:01 +0530,90,,,57.8,180.0
2025-01-01 17:44:24 +0530,91,,,57.6,174.1
2025-01-01 17:44:47 +0530,92,,,59.2,176.9
2025-01-01 17:45:09 +0530,93,,,56.7,168.9
2025-01-01 17:45:32 +0530,94,,,55.9,163.0
2025-01-01 17:45:54 +0530,95,,,56.2,163.3
2025-01-01 17:46:17 +0530,96,,,56.4,160.5
2025-01-01 17:46:39 +0530,97,,,58.1,166.2
2025-01-01 17:47:02 +0530,98,,,55.8,162.4
2025-01-01 17:47:25 +0530,99,,,56.5,174.1
2025-01-01 17:47:47 +0530,100,,,59.9,174.2
2025-01-01 17:48:10 +0530,101,,,56.8,159.7
2025-01-01 17:48:32 +0530,102,,,55.9,160.9
2025-01-01 17:48:55 +0530,103,,,56.2,154.7
2025-01-01 17:49:17 +0530,104,,,55.2,159.9
2025-01-01 17:49:40 +0530,105,,,55.0,158.0
2025-01-01 17:50:02 +0530,106,,,56.6,167.9
2025-01-01 17:50:25 +0530,107,,,57.1,162.5
2025-01-01 17:50:48 +0530,108,,,56.7,160.3
2025-01-01 17:51:11 +0530,109,,,58.6,162.6
2025-01-01 17:51:35 +0530,110,,,57.2,164.2
2025-01-01 17:51:58 +0530,111,,,56.1,160.8
2025-01-01 17:52:20 +0530,112,,,55.0,152.0
2025-01-01 17:52:43 +0530,113,,,56.0,145.9
2025-01-01 17:53:06 +0530,114,,,57.3,158.5
2025-01-01 17:53:29 +0530,115,,,55.5,149.7
2025-01-01 17:53:52 +0530,116,,,55.9,154.1
2025-01-01 17:54:15 +0530,117,,,55.1,153.9
2025-01-01 17:54:38 +0530,118,,,55.6,159.5
2025-01-01 17:55:00 +0530,119,,,57.1,159.7
2025-01-01 17:55:23 +0530,120,,,55.1,154.3
2025-01-01 17:55:45 +0530,121,,,55.0,158.3
2025-01-01 17:56:08 +0530,122,,,57.7,156.9
2025-01-01 17:56:31 +0530,123,,,56.5,152.4
2025-01-01 17:56:53 +0530,124,,,53.6,143.1
2025-01-01 17:57:16 +0530,125,,,54.5,152.0
2025-01-01 17:57:38 +0530,126,,,56.1,143.8
2025-01-01 17:58:01 +0530,127,,,56.1,141.3
2025-01-01 17:58:23 +0530,128,,,55.4,151.0
2025-01-01 17:58:46 +0530,129,,,54.7,149.3
2025-01-01 17:59:08 +0530,130,,,55.5,144.2
2025-01-01 17:59:31 +0530,131,,,53.7,138.0
2025-01-01 17:59:54 +0530,132,,,56.6,152.4
2025-01-01 18:00:16 +0530,133,,,55.8,143.7
2025-01-01 18:00:39 +0530,134,,,55.0,143.6
2025-01-01 18:01:03 +0530,135,,,53.9,153.6
2025-01-01 18:01:28 +0530,136,,,55.0,147.3
2025-01-01 18:01:50 +0530,137,,,57.6,151.0
2025-01-01 18:02:13 +0530,138,,,53.5,148.1
2025-01-01 18:02:36 +0530,139,,,54.3,147.6
2025-01-01 18:02:59 +0530,140,,,55.0,135.8
2025-01-01 18:03:22 +0530,141,,,54.7,141.1
2025-01-01 18:03:44 +0530,142,,,56.0,146.4
2025-01-01 18:04:08 +0530,143,,,55.1,142.0
2025-01-01 18:04:31 +0530,144,,,54.9,145.0
2025-01-01 18:04:54 +0530,145,,,54.7,145.6
2025-01-01 18:05:16 +0530,146,,,55.0,136.1
2025-01-01 18:05:39 +0530,147,,,55.0,138.0
2025-01-01 18:06:01 +0530,148,,,55.9,145.4
2025-01-01 18:06:24 +0530,149,,,53.6,133.5
2025-01-01 18:06:47 +0530,150,,,54.9,139.9
2025-01-01 18:07:09 +0530,151,,,55.1,138.4
2025-01-01 18:07:33 +0530,152,,,55.2,141.5
2025-01-01 18:07:56 +0530,153,,,55.6,143.4
2025-01-01 18:08:18 +0530,154,,,54.7,132.6
2025-01-01 18:08:41 +0530,155,,,54.2,129.6
