created_at,entry_id,Temperature,RH,PM2.5,PM10
2025-01-01 17:30:03 +0530,59,,,60.6,182.9
2025-01-01 17:30:26 +0530,60,,,61.4,191.6
2025-01-01 17:30:48 +0530,61,,,58.3,156.0
2025-01-01 17:31:11 +0530,62,,,59.6,159.9
2025-01-01 17:31:33 +0530,63,,,56.8,147.6
2025-01-01 17:31:56 +0530,64,,,56.5,151.7
2025-01-01 17:32:19 +0530,65,,,57.0,153.6
2025-01-01 17:32:41 +0530,66,,,57.1,154.9
2025-01-01 17:33:05 +0530,67,,,57.6,152.2
2025-01-01 17:33:28 +0530,68,,,57.9,148.5
2025-01-01 17:33:51 +0530,69,,,58.3,160.2
2025-01-01 17:34:14 +0530,70,,,57.6,154.8
2025-01-01 17:34:38 +0530,71,,,57.2,142.2
2025-01-01 17:35:01 +0530,72,,,57.4,141.8
2025-01-01 17:35:24 +0530,73,,,57.9,144.7
2025-01-01 17:35:47 +0530,74,,,58.4,152.3
2025-01-01 17:36:10 +0530,75,,,58.8,158.2
2025-01-01 17:36:38 +0530,76,,,56.6,141.3
2025-01-01 17:37:01 +0530,77,,,56.4,150.6
2025-01-01 17:37:37 +0530,78,,,57.5,159.6
2025-01-01 17:38:00 +0530,79,,,56.1,153.2
2025-01-01 17:38:23 +0530,80,,,57.5,160.1
2025-01-01 17:38:45 +0530,81,,,57.5,160.1
2025-01-01 17:39:08 +0530,82,,,56.9,160.9
2025-01-01 17:39:30 +0530,83,,,56.1,147.5
2025-01-01 17:39:53 +0530,84,,,57.6,150.0
2025-01-01 17:40:15 +0530,85,,,57.3,156.9
2025-01-01 17:40:38 +0530,86,,,56.5,150.0
2025-01-01 17:41:01 +0530,87,,,55.7,145.9
2025-01-01 17:41:23 +0530,88,,,56.8,157.3
2025-01-01 17:41:46 +0530,89,,,57.5,148.2
2025-01-01 17:42:09 +0530,90,,,57.5,151.3
2025-01-01 17:42:31 +0530,91,,,57.7,156.3
2025-01-01 17:42:54 +0530,92,,,58.1,153.6
2025-01-01 17:43:17 +0530,93,,,57.4,145.4
2025-01-01 17:43:39 +0530,94,,,57.6,152.2
2025-01-01 17:44:02 +0530,95,,,56.6,148.7
2025-01-01 17:44:25 +0530,96,,,56.4,152.1
2025-01-01 17:44:47 +0530,97,,,56.7,148.0
2025-01-01 17:45:10 +0530,98,,,57.3,149.7
