created_at,entry_id,Temperature,RH,PM2.5,PM10
2025-01-01 17:30:01 +0530,57,,,63.2,206.4
2025-01-01 17:30:25 +0530,58,,,60.2,194.8
2025-01-01 17:30:47 +0530,59,,,56.5,164.4
2025-01-01 17:31:10 +0530,60,,,59.8,172.4
2025-01-01 17:31:32 +0530,61,,,58.2,160.9
2025-01-01 17:31:55 +0530,62,,,56.4,149.1
2025-01-01 17:32:17 +0530,63,,,55.8,147.6
2025-01-01 17:32:40 +0530,64,,,57.0,157.4
2025-01-01 17:33:03 +0530,65,,,58.6,154.5
2025-01-01 17:33:26 +0530,66,,,59.9,163.7
2025-01-01 17:33:49 +0530,67,,,57.8,164.1
2025-01-01 17:34:13 +0530,68,,,57.6,157.3
2025-01-01 17:34:36 +0530,69,,,59.1,163.7
2025-01-01 17:34:59 +0530,70,,,58.1,164.5
2025-01-01 17:35:23 +0530,71,,,58.1,154.4
2025-01-01 17:35:46 +0530,72,,,59.3,158.1
2025-01-01 17:36:09 +0530,73,,,58.5,158.0
2025-01-01 17:36:35 +0530,74,,,57.7,162.7
2025-01-01 17:36:59 +0530,75,,,57.4,156.8
2025-01-01 17:37:58 +0530,76,,,57.6,162.1
2025-01-01 17:38:21 +0530,77,,,58.3,166.9
2025-01-01 17:38:44 +0530,78,,,56.7,151.9
2025-01-01 17:39:06 +0530,79,,,57.4,162.8
2025-01-01 17:39:29 +0530,80,,,58.6,161.8
2025-01-01 17:39:52 +0530,81,,,56.8,163.1
2025-01-01 17:40:14 +0530,82,,,58.4,166.3
2025-01-01 17:40:37 +0530,83,,,58.6,167.7
2025-01-01 17:40:59 +0530,84,,,57.9,153.4
2025-01-01 17:41:22 +0530,85,,,58.2,157.2
2025-01-01 17:41:45 +0530,86,,,58.7,156.2
2025-01-01 17:42:08 +0530,87,,,59.3,159.8
2025-01-01 17:42:30 +0530,88,,,58.0,165.8
2025-01-01 17:42:53 +0530,89,,,57.5,152.6
2025-01-01 17:43:16 +0530,90,,,58.1,156.1
2025-01-01 17:43:38 +0530,91,,,58.1,146.4
2025-01-01 17:44:01 +0530,92,,,57.2,146.0
2025-01-01 17:44:23 +0530,93,,,56.2,145.6
2025-01-01 17:44:46 +0530,94,,,56.1,152.3
2025-01-01 17:45:09 +0530,95,,,56.2,150.1
2025-01-01 17:45:31 +0530,96,,,56.8,147.1
2025-01-01 17:45:54 +0530,97,,,58.0,147.5
2025-01-01 17:46:16 +0530,98,,,56.4,149.4
2025-01-01 17:46:38 +0530,99,,,57.3,154.1
2025-01-01 17:47:01 +0530,100,,,58.5,149.6
2025-01-01 17:47:24 +0530,101,,,56.8,147.6
2025-01-01 17:47:47 +0530,102,,,57.4,146.7
2025-01-01 17:48:10 +0530,103,,,55.7,140.8
2025-01-01 17:48:32 +0530,104,,,56.9,138.9
2025-01-01 17:48:56 +0530,105,,,57.9,154.0
2025-01-01 17:49:19 +0530,106,,,58.0,147.0
2025-01-01 17:49:41 +0530,107,,,56.9,140.2
2025-01-01 17:50:04 +0530,108,,,56.6,143.8
2025-01-01 17:50:26 +0530,109,,,57.5,145.5
2025-01-01 17:50:49 +0530,110,,,56.9,141.5
2025-01-01 17:51:12 +0530,111,,,56.9,144.8
2025-01-01 17:51:35 +0530,112,,,58.4,143.2
2025-01-01 17:51:58 +0530,113,,,57.4,144.0
2025-01-01 17:52:21 +0530,114,,,57.3,145.9
2025-01-01 17:52:44 +0530,115,,,57.0,143.3
2025-01-01 17:53:07 +0530,116,,,57.0,142.2
2025-01-01 17:53:30 +0530,117,,,56.3,138.1
2025-01-01 17:53:53 +0530,118,,,55.5,137.4
2025-01-01 17:54:17 +0530,119,,,57.0,150.1
2025-01-01 17:54:40 +0530,120,,,55.7,146.8
2025-01-01 17:55:03 +0530,121,,,56.6,150.1
2025-01-01 17:55:26 +0530,122,,,55.6,137.3
2025-01-01 17:55:49 +0530,123,,,55.4,133.7
2025-01-01 17:56:12 +0530,124,,,55.8,136.9
2025-01-01 17:56:35 +0530,125,,,56.5,136.1
2025-01-01 17:56:58 +0530,126,,,54.8,132.9
2025-01-01 17:57:20 +0530,127,,,56.1,144.3
2025-01-01 17:57:43 +0530,128,,,56.3,141.5
2025-01-01 17:58:06 +0530,129,,,58.2,144.7
2025-01-01 17:58:29 +0530,130,,,56.7,144.4
2025-01-01 17:58:51 +0530,131,,,55.7,131.9
